id,"text","author"
id3626,"But how did the fellow get in?","ACR"
id4648,"Her hand clenched itself on the banisters, then she seemed to nerve herself for some encounter, and went rapidly past me down the stairs across the hall to the boudoir, the door of which she shut behind her.","ACR"
id3503,"If you do so unreservedly, I have great hopes of averting the catastrophe.","ACR"
id5308,"The panes of the large window were yellow with dust and dirt, and festooned about fantastically with cobwebs.","WKL"
id881,"The marks were some twenty yards from the body and no one gave       them a thought.","ACD"
id639,"Medical Officer for the parishes of         Grimpen, Thorsley, and High Barrow.","ACD"
id5634,"The case relating to your marriage.","WKL"
id3365,"It’s another lady to see Mr. Poirot, sir.","ACR"
id6343,"On her entry into the breakfast-room, she was saluted with the customary remonstrance which her flighty disregard of all punctuality habitually provoked from the long-suffering household authorities.","WKL"
id1963,"Then you have indeed something still to learn.","ACD"
id1690,"You cannot do it!","ACD"
id4977,"said the voice from the bed, more resolute than ever, already.","WKL"
id4814,"THE TWENTY-THIRD OF AUGUST, 1829.","WKL"
id4624,"Certainly not, said Mrs. Inglethorp sharply.","ACR"
id1168,"cried Holmes in high glee,       rubbing his hands together with satisfaction.","ACD"
id2055,"We have held a few affairs of honour there and it has done very well.","ACD"
id6713,"At her age, and in her state of health, were good spirits compatible with such an errand to a physician as the errand on which she was bent?","WKL"
id5902,"Useless!","WKL"
id1267,"Your request is a very reasonable one, Holmes answered.","ACD"
id5525,"You never take your wife with you.","WKL"
id4247,"Don’t say it.","ACR"
id4150,"After our recent conversation, he gave ‘Dinner’ to my ‘Tuesday,’ but ‘Journey’ and ‘Country’ were answered by ‘Ship’ and ‘Uganda,’ showing clearly that it was his journey abroad that was important to him and not the one which brought him down here.","ACR"
id3898,"Yes, though I am bound to admit that, on the face of it, the affair does not seem promising.","ACR"
id750,"It chanced that some little time later Hugo left his             guests to carry food and drink—with other worse things,             perchance—to his captive, and so found the cage empty and             the bird escaped.","ACD"
id5445,"she continued, turning to Mr. Kendrew.","WKL"
id6566,"What did he look like, on the face of him?","WKL"
id1077,"It must be a wild place.","ACD"
id4634,"Then I’ll go to bed directly after supper.","ACR"
id5064,"The clergyman--a poor weak man--I frightened him, Sarah.","WKL"
id5532,"Wait a little!","WKL"
id5118,"The lips of the dying woman were moving rapidly.","WKL"
id4452,"They’re a lot of sharks—all of them.","ACR"
id1296,"Now, look       here, Mr. Holmes, it’s half-past eleven now and I am going back       right away to my hotel.","ACD"
id2025,"I asked, sharply, of Captain Pelletan.","ACD"
id2834,"What’s the sense in crowding round.","ACR"
id6815,"From time to time, Mr. Vanstone’s friend communicated with him on the subject of the new pupil.","WKL"
id2389,"By common consent, they dropped into English, and nobody, now that the Count’s mannerisms had dropped from him, could doubt that it was his native language.","ACR"
id2951,"His tone seemed to indicate that such a thing was unlikely in the extreme.","ACR"
id1428,"But above all they are proud of their statues and their pictures, which are the most famous in Europe.","ACD"
id216,"Resigned after acrimonious correspondence same year.","ACD"
id2059,"I will not disguise from you that the matter is serious in the last degree, and that Marshal Lannes has chosen a cavalry officer because he can be better spared than an officer of infantry or of engineers.","ACD"
id2487,"Oh, no, he is dead all right.","ACR"
id2084,"Acres and acres were covered with splintered walls and piles of brick which had once been a populous suburb.","ACD"
id5368,"In five minutes more the ship had gathered way; the boat was at the landing-stage--and the girls had seen the last of each other for many a long year to come.","WKL"
id6988,"Renewed efforts were made in every direction.","WKL"
id5436,"If John finds Hampstead too far for him from London, of course we must move.","WKL"
id595,"I asked with some self-importance.","ACD"
id1436,"One of them, called Nymphs Surprised, I kept for myself, and the other, Saint Barbara, I sent as a present for my mother.","ACD"
id4238,"Miss Howard shook hands with a hearty, almost painful, grip.","ACR"
id6013,"A nameless dread throbbed at her heart and crept among the roots of her hair.","WKL"
id755,"But anon             their bemused wits awoke to the nature of the deed which             was like to be done upon the moorlands.","ACD"
id106,"I'd have done it to please you.","ACD"
id5646,"This is a very important matter.","WKL"
id2566,"I used to come out with my head in a delirious whirl—and then I would get home and find a notice from the Gas Company threatening to cut us off if the outstanding account was not paid!","ACR"
id6749,"Belonging to the younger branch of a family of great antiquity, the one inheritance of importance that he had derived from his ancestors was the possession of a magnificent library, which not only filled all the rooms in his modest little dwelling, but lined the staircases and passages as well.","WKL"
id4425,"The man’s twenty years younger than you, and don’t you fool yourself as to what he married you for.","ACR"
id213,": Largs Academy; Edinburgh University.","ACD"
id5023,"On your peril, refuse to take the pen.","WKL"
id1000,"I recommend, sir, that you take a cab, call off your spaniel who       is scratching at my front door, and proceed to Waterloo to meet       Sir Henry Baskerville.","ACD"
id4131,"_Suicide_.","ACR"
id6877,"Frank rose to take his leave.","WKL"
id4921,"They were plays, underscored in certain places by ink lines, and marked with marginal annotations referring to entrances, exits, and places on the stage.","WKL"
id5998,"She turned deadly pale, and beckoned to Mr. Vanborough.","WKL"
id29,"Don't women always know?","ACD"
id2865,"You say no one else was near enough to see what happened?","ACR"
id1902,"Nothing could save me.","ACD"
id979,"In one hour and five minutes I meet       him at Waterloo Station.","ACD"
id558,"I stood upon the       hearth-rug and picked up the stick which our visitor had left       behind him the night before.","ACD"
id2731,"The Mary hat resumed its former status with an additional battered appearance which made it even more depressing than formerly.","ACR"
id3552,"But, you see, I never dreamt of taking them seriously.","ACR"
id736,"But the manuscript is short and       is intimately connected with the affair.","ACD"
id3617,"As we reached it, I gave a cry.","ACR"
id5412,"My friend’s daughter is little Blanche--as _she_ was.","WKL"
id2131,"If you come so far as this square you will find the cathedral at one corner.","ACD"
id5787,"There was no answer.","WKL"
id4229,"That’s not your wife?","ACR"
id2670,"You’ll hear of me next in China or Timbuctoo.","ACR"
id5679,"Are you sure he never inquired whether you had both been Catholics _for more than one year before you came to him to be married?_  I am certain of it.","WKL"
id6612,"No.","WKL"
id2668,"If things happen anywhere, they happen in London.","ACR"
id5151,"One of the wrong sort, said the nurse.","WKL"
id6023,"That woman will murder me!","WKL"
id1456,"Of all the women who have loved me there are not twenty to whom I could apply such a term as that.","ACD"
id6498,"Even Magdalen saw that her mother was not to be coaxed into hearing or answering any more questions.","WKL"
id1460,"She was of a perfect beauty, but she had not the figure nor the grace of Lucia.","ACD"
id3576,"It’s from Hoffberg.","ACR"
id5930,"The manner in which she wrapped herself up in her own virtue, without the slightest pretension on the one hand, and without the slightest compromise on the other, was a sight to see.","WKL"
id6361,"I don’t know the meaning of the word: if there’s anything the matter with me, I’m too well.","WKL"
id510,"I'm not the man----  It was at that moment that he rushed me.","ACD"
id4114,"There was a moment’s pause, and then Black replied:  _Night_.","ACR"
id2364,"A bearded gentleman received her enthusiastically in his arms.","ACR"
id4042,"And yet——  Yet what?","ACR"
id5161,"The whole amounted to but very few sentences, written on one perishable fragment of paper, which the flame of a candle would have consumed in a moment.","WKL"
